Order_No,Order_date,Customer_Name,Address,City,State,Customer_Type,Account_Manager,Order_Priority,Product_Name,Product_Category,Product_Container,Ship_Mode,Ship_Date,Cost_Price,Retail_Price,Profit_Margin,Order_Quantity,Sub_Total,Discount_percent,Discount_Amount,Order_Total,Shipping_Cost,Grand_Total
5665-1,19-07-2015,Laura Armstrong,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Low,Artisan Hi-Liter Smear-Safe Highlighters,Office Supplies,Wrap Bag,Express Air,20-07-2015,2.98,5.84,2.86,42,110.76,8.0,8.36,101.26,0.83,102.92
5665-1,8/10/2014,Christopher Schild,"4A Lyons St,Strathfield",Sydney,NSW,Corporate,Tina Carlton,Critical,"Artisan Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Office Supplies,Small Box,Regular Air,10/10/2014,4.48,8.14,3.66,28,46.48,8.0,1.62,46.0,3.12,46.71
5666-1,1/11/2014,John Murray,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Small Business,Phoebe Gour,Not Specified,Ames Color-File Green Diamond Border X-ray Mailers,Technology,Small Box,Regular Air,3/11/2014,52.07,83.98,31.91,33,2015.52,8.0,100.78,1914.74,5.01,1919.75
5667-1,12/5/2015,Sean ODonnell,"541 Church St ,Richmond",Melbourne,VIC,Corporate,Yvette Biti,Not Specified,Artisan Hanging File Binders,Office Supplies,Small Box,Express Air,14-05-2015,3.65,5.98,2.33,8,177.5,5.0,0.0,177.04,1.49,177.24
5670-1,26-10-2014,Catherine Glotzbach,"127 Liverpool St,Sydney",Sydney,NSW,Small Business,Samantha Chairs,Medium,Artisan Hanging File Binders,Office Supplies,Wrap Bag,Regular Air,27-10-2014,3.65,5.98,2.33,10,113.62,5.0,1.14,112.48,1.49,113.97
5670-1,26-08-2015,Edward Becker,"501 George St,Sydney",Sydney,NSW,Small Business,Samantha Chairs,Low,Artisan Hanging File Binders,Technology,Jumbo Drum,Delivery Truck,27-08-2015,3.65,5.98,2.33,18,119.35,9.0,4.36,112.48,1.49,113.97
5670-1,23-07-2014,Philip Brown,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Consumer,Yvette Biti,Low,Artisan Hi-Liter Pen Style Six-Color Fluorescent Set,Office Supplies,Wrap Bag,Regular Air,24-07-2014,2.16,3.85,1.69,41,127.12,5.0,15.71,112.48,0.7,113.97
5671-1,28-10-2014,Eugene Moren,"2/797 Botany Rd,Rosebery",Sydney,NSW,Corporate,Samantha Chairs,Critical,"TypeRight  Top-Opening Peel & Seel Envelopes, Plain White",Office Supplies,Small Box,Regular Air,29-10-2014,16.85,27.18,10.33,39,1014.71,7.0,91.32,923.39,8.23,928.89
5671-1,27-10-2014,Mike Gockenbach,"180 High Street,Windsor",Melbourne,VIC,Small Business,Connor Betts,Medium,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Small Box,Regular Air,31-10-2014,1.31,2.84,1.53,23,38.5,6.0,2.31,36.19,0.93,36.83
5672-1,20-10-2014,Marc Crier,"Westfield Sydney,Sydney",Sydney,NSW,Small Business,Natasha Song,Low,"TypeRight  Top-Opening Peel & Seel Envelopes, Plain White",Office Supplies,Small Box,Regular Air,22-10-2014,16.85,27.18,10.33,21,1014.71,4.0,91.32,923.39,8.23,928.89
5672-1,25-05-2014,Clytie Kelty,"7 Khartoum Rd,Macquarie Park",Sydney,NSW,Corporate,Preston Senome,Not Specified,HFX LaserJet 3310 Copier,Office Supplies,Small Box,Regular Air,29-05-2014,377.99,599.99,222.0,8,21149.53,5.0,2114.95,11074.68,24.49,11118.97
5674-1,27-09-2014,Naresj Patel,"106 Ebley Street,Bondi Junction",Sydney,NSW,Corporate,Leighton Forrest,High,Smiths SlimLine Pencil Sharpener,Office Supplies,Small Box,Regular Air,27-09-2014,4.79,11.97,7.18,3,275.31,8.0,2.75,272.56,5.81,278.37
5674-1,29-10-2014,Brendan Murry,"2/797 Botany Rd,Rosebery",Sydney,NSW,Corporate,Samantha Chairs,Critical,Smiths SlimLine Pencil Sharpener,Office Supplies,Small Box,Regular Air,31-10-2014,4.79,11.97,7.18,11,275.31,8.0,2.75,272.56,5.81,278.37
5674-1,25-09-2014,Frank Merwin,"24 Addison Rd,Marrickville",Sydney,NSW,Small Business,Radhya Staples,High,"Laser Neon Mac Format Diskettes, 10/Pack",Office Supplies,Small Box,Regular Air,26-09-2014,1.87,8.12,6.25,30,38.86,3.0,2.35,36.16,2.83,36.73
5674-1,29-10-2014,Brendan Murry,"2/797 Botany Rd,Rosebery",Sydney,NSW,Consumer,Samantha Chairs,Not Specified,Smiths SlimLine Pencil Sharpener,Office Supplies,Small Box,Regular Air,31-10-2014,4.79,11.97,7.18,37,275.31,3.0,2.75,272.56,5.81,278.37
5675-1,29-06-2013,Cyma Kinney,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Small Business,Phoebe Gour,Critical,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Pack,Regular Air,9/6/2013,2.5,5.68,3.18,16,365.52,4.0,2.65,547.25,3.6,552.32
5676-1,31-05-2015,Lauren Leatherbury,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Corporate,Nicholas Fernandes,Low,Colored Envelopes,Technology,Small Box,Regular Air,5/6/2015,2.25,3.69,1.44,50,47.6,0.0,0.6,45.3,2.5,46.09
5676-1,1/11/2014,John Murray,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Corporate,Phoebe Gour,Medium,Ames Color-File Green Diamond Border X-ray Mailers,Office Supplies,Small Box,Regular Air,3/11/2014,52.07,83.98,31.91,42,2015.52,6.0,100.78,1914.74,5.01,1919.75
5676-1,1/11/2014,John Murray,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Consumer,Phoebe Gour,Critical,Ames Color-File Green Diamond Border X-ray Mailers,Office Supplies,Small Pack,Regular Air,3/11/2014,52.07,83.98,31.91,33,2015.52,5.0,100.78,1914.74,5.01,1919.75
5676-1,8/10/2014,Christopher Schild,"4A Lyons St,Strathfield",Sydney,NSW,Home Office,Tina Carlton,Medium,Artisan Binder Labels,Office Supplies,Small Box,Regular Air,10/10/2014,2.45,3.89,1.44,8,12.22,7.0,1.22,11.0,7.01,13.75
5676-1,2/8/2013,Chuck Magee,"1-2/299 Sussex St,Sydney",Sydney,NSW,Corporate,Aanya Zhang,Critical,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Wrap Bag,Express Air,4/8/2013,4.53,7.3,2.77,1,228.0,1.0,2.15,213.81,7.72,230.9
5677-1,2/11/2014,Lindsay Shagiari,"5/250 Old Northern Road,Castle Hill",Sydney,NSW,Corporate,Nicholas Fernandes,Low,Security-Tint Envelopes,Technology,Small Box,Regular Air,4/11/2014,4.89,7.64,2.75,34,91.68,10.0,1.83,89.85,1.39,91.24
5679-1,29-06-2014,Christine Abelman,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Corporate,Phoebe Gour,Medium,EcoTones Memo Sheets,Office Supplies,Small Pack,Regular Air,29-06-2014,2.52,4.0,1.48,8,128.0,3.0,11.52,116.48,1.3,117.78
5680-1,3/11/2014,Lindsay Shagiari,"5/250 Old Northern Road ,Castle Hill",Sydney,NSW,Corporate,Nicholas Fernandes,Low,TechSavi Internet Navigator Keyboard,Office Supplies,Small Box,Regular Air,5/11/2014,6.51,30.98,24.47,44,371.76,1.0,0.0,371.76,6.5,378.26
5680-1,9/5/2014,Yana Moren,"53-55 Liverpool St,Sydney",Sydney,NSW,Consumer,Tina Carlton,Medium,Economy Rollaway Files,Office Supplies,Small Box,Regular Air,9/5/2014,67.73,165.2,97.47,19,8752.32,0.0,83.21,7060.0,19.99,7719.02
5680-1,24-01-2014,Helen Andreada,"470 Anzac Parade,Kingsford",Sydney,NSW,Corporate,Tina Carlton,Medium,Cando S750 Color Inkjet Printer,Office Supplies,Small Box,Regular Air,26-01-2014,75.0,120.97,45.97,24,1559.87,5.0,62.39,1497.88,26.3,4027.97
5681-1,7/11/2014,Ritsa Hightower,"1/160 Anzac Parade,Kensington",Sydney,NSW,Consumer,Natasha Song,Medium,HFX LaserJet 331 Colored Pencils,Technology,Small Box,Regular Air,9/11/2014,4.37,9.11,4.74,23,24599.59,10.0,1721.97,22877.62,2.25,22902.11
5681-1,7/11/2014,Ritsa Hightower,"1/160 Anzac Parade,Kensington",Sydney,NSW,Corporate,Natasha Song,Not Specified,HFX LaserJet 3310 Copier,Technology,Small Box,Regular Air,9/11/2014,377.99,599.99,222.0,44,24599.59,6.0,1721.97,22877.62,24.49,22902.11
5681-1,5/10/2013,Neil Knudson,"4A Lyons St,Strathfield",Sydney,NSW,Consumer,Tina Carlton,High,Smiths SlimLine Pencil Sharpener,Office Supplies,Wrap Bag,Regular Air,7/10/2013,4.79,11.97,7.18,43,255.88,3.0,25.76,231.72,5.81,226.03
5682-1,10/11/2014,Toby Carlisle,"6/15 Cross Street,Double Bay",Sydney,NSW,Home Office,Leighton Forrest,Low,HFX LaserJet 3310 Copier,Technology,Small Box,Regular Air,12/11/2014,377.99,599.99,222.0,30,11999.8,8.0,839.99,11159.81,24.49,11184.3
5682-1,30-03-2013,Justin Knight,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Corporate,Nicholas Fernandes,High,"Creator Anti Dust Chalk, 12/Pack",Office Supplies,Small Box,Regular Air,31-03-2013,1.09,1.82,0.73,2,5.32,8.0,0.16,5.34,1.0,4.67
5682-1,9/10/2015,Janet Lee,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Corporate,Tina Carlton,Medium,Adesso Programmable 142-Key Keyboard,Technology,Large Box,Express Air,11/10/2015,32.02,152.48,120.46,41,1305.29,7.0,55.2,1072.28,4.0,1042.31
5684-1,11/11/2014,Liz Carlisle,"2/797 Botany Rd,Rosebery",Sydney,NSW,Home Office,Samantha Chairs,Critical,Smiths Pushpins,Technology,Medium Box,Regular Air,12/11/2014,0.94,1.88,0.94,8,67.68,9.0,6.77,60.91,0.79,61.7
5684-1,11/11/2014,Greg Hansen,"221 Barkly St,St Kilda",Melbourne,VIC,Small Business,Yvette Biti,Not Specified,Smiths General Use 3-Ring Binders,Technology,Jumbo Drum,Delivery Truck,12/11/2014,1.18,1.88,0.7,6,67.68,7.0,6.77,60.91,1.49,61.7
5684-1,11/11/2014,Greg Hansen,"221 Barkly St,St Kilda",Melbourne,VIC,Consumer,Yvette Biti,Medium,Bagged Rubber Bands,Technology,Small Box,Regular Air,12/11/2014,0.24,1.26,1.02,12,67.68,0.0,6.77,60.91,0.7,61.7
5686-1,12/3/2014,Matt Collister,"99 Glebe Point Rd,Glebe",Sydney,NSW,Small Business,Natasha Song,High,"TypeRight  Top-Opening Peel & Seel Envelopes, Plain White",Office Supplies,Small Box,Regular Air,13-03-2014,16.85,27.18,10.33,2,1146.32,5.0,0.0,1154.0,8.23,1194.5
5686-1,1/11/2014,John Murray,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Corporate,Phoebe Gour,Medium,Adesso Programmable 142-Key Keyboard,Office Supplies,Small Box,Regular Air,3/11/2014,32.02,152.48,120.46,13,2017.52,10.0,100.88,1924.74,4.0,1911.71
5687-1,23-05-2013,Jim Kriz,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Home Office,Mihael Khan,High,Artisan Arch Ring Binders,Office Supplies,Wrap Bag,Regular Air,24-05-2013,36.02,58.1,22.08,6,437.2,3.0,0.0,434.9,1.49,400.2
5687-1,22-07-2014,Gene Hale,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Corporate,Leighton Forrest,Low,Binder Clips by OIC,Office Supplies,Small Pack,Regular Air,24-07-2014,0.93,1.48,0.55,50,41.64,8.0,1.66,39.78,0.7,40.48
5687-1,17-11-2014,Giulietta Weimer,"48 Albion St,Surry Hills",Sydney,NSW,Corporate,Natasha Song,Not Specified,Binder Clips by OIC,Office Supplies,Small Box,Regular Air,19-11-2014,0.93,1.48,0.55,1,41.44,8.0,1.66,39.78,0.7,40.48
5688-1,27-12-2014,Todd Boyes,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Home Office,Preston Senome,High,Alto Perma 2700 Stacking Storage Drawers,Office Supplies,Small Box,Regular Air,29-12-2014,8.92,29.74,20.82,3,111.94,0.0,3.86,919.22,6.64,916.24
5689-1,20-10-2014,George Ashbrook,"506 Swan Street,Richmond",Melbourne,VIC,Small Business,Connor Betts,Critical,Alto Perma 2700 Stacking Storage Drawers,Office Supplies,Small Box,Regular Air,22-10-2014,8.92,29.74,20.82,8,565.06,0.0,56.51,508.55,6.64,515.12
5690-1,9/8/2013,Tony Sayre,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Consumer,Yvette Biti,Medium,Economy Rollaway Files,Office Supplies,Wrap Bag,Regular Air,13-08-2013,67.73,165.2,97.47,35,7599.2,7.0,789.92,7447.22,19.99,7467.21
5690-1,19-11-2014,Brendan Murry,"797 Botany Rd,Rosebery",Sydney,NSW,Small Business,Phoebe Gour,High,Economy Rollaway Files,Office Supplies,Small Box,Regular Air,21-11-2014,67.73,165.2,97.47,10,7599.2,6.0,151.98,7447.22,19.99,7467.21
5691-1,16-03-2015,Harold Pawlan,"180 High Street,Windsor",Melbourne,VIC,Consumer,Connor Betts,Critical,Apex Forged Steel Scissors with Black Enamel Handles,Office Supplies,Small Box,Regular Air,16-03-2015,4.1,9.31,5.21,34,257.04,3.0,0.0,255.64,3.98,266.73
5691-1,11/3/2013,Art Foster,"Westfield Parramatta,Parramatta",Sydney,NSW,Corporate,Stevie Bacata,High,TechSavi Access Keyboard,Office Supplies,Small Box,Regular Air,13-03-2013,8.31,15.98,7.67,43,131.04,8.0,3.57,127.42,6.5,126.73
5691-1,20-05-2015,Allen Armold,"224A Gertrude St,Fitzroy",Melbourne,VIC,Small Business,Connor Betts,Low,Artisan Durable Binders,Office Supplies,Wrap Bag,Express Air,22-05-2015,1.84,2.88,1.04,5,85.24,9.0,3.37,85.87,1.49,88.28
5693-1,22-11-2014,Julia Barnett,"2a/285A Crown St,Surry Hills",Sydney,NSW,Corporate,Phoebe Gour,Low,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Wrap Bag,Regular Air,22-11-2014,13.88,22.38,8.5,39,223.8,5.0,2.24,221.56,15.1,236.66
5693-1,22-11-2014,Julia Barnett,"2a/285A Crown St,Surry Hills",Sydney,NSW,Home Office,Phoebe Gour,High,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Small Pack,Regular Air,22-11-2014,13.88,22.38,8.5,23,223.8,9.0,2.24,221.56,15.1,236.66
5693-1,3/8/2013,Diza Ken Reitt,"412 Brunswick St,Fitzroy",Melbourne,VIC,Small Business,Connor Betts,Medium,Artisan Arch Ring Binders,Office Supplies,Small Box,Regular Air,4/8/2013,36.02,58.1,22.08,34,223.8,7.0,2.24,221.56,1.49,236.66
5693-1,22-11-2014,Julia Barnett,"2a/285A Crown St,Surry Hills",Sydney,NSW,Home Office,Phoebe Gour,High,"Artisan Flip-Chart Easel Binder, Black",Technology,Small Box,Regular Air,22-11-2014,13.88,22.38,8.5,29,223.8,6.0,2.24,221.56,15.1,236.66
5693-1,22-11-2014,Julia Barnett,"2a/285A Crown St,Surry Hills",Sydney,NSW,Home Office,Phoebe Gour,High,"Artisan Flip-Chart Easel Binder, Black",Technology,Medium Box,Regular Air,22-11-2014,13.88,22.38,8.5,7,223.8,3.0,2.24,221.56,15.1,236.66
5693-1,3/9/2014,Charlotte Melson,"211/25-29 Dixon St,Haymarket",Sydney,NSW,Small Business,Preston Senome,Medium,Smiths Bulldog Clip,Office Supplies,Small Pack,Regular Air,5/9/2014,2.31,3.78,1.47,22,101.06,7.0,0.0,110.76,0.71,111.3
5693-1,22-11-2014,Julia Barnett,"485 Crown St,Surry Hills",Sydney,NSW,Corporate,Leighton Forrest,Not Specified,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Small Box,Regular Air,22-11-2014,13.88,22.38,8.5,41,223.8,2.0,2.24,221.56,15.1,236.66
5693-1,4/7/2015,Patrick Ryan,"Cnr Williams Road & Lechlade Ave,South Yarra",Melbourne,VIC,Consumer,Yvette Biti,High,Apex Straight Scissors,Office Supplies,Wrap Bag,Express Air,5/7/2015,5.19,12.98,7.79,46,277.2,0.0,13.87,255.91,3.14,276.81
5693-1,22-11-2014,Julia Barnett,"2a/285A Crown St,Surry Hills",Sydney,NSW,Corporate,Phoebe Gour,Not Specified,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Small Box,Regular Air,22-11-2014,13.88,22.38,8.5,18,223.8,4.0,2.24,221.56,15.1,236.66
5693-1,22-11-2014,Becky Pak,"79 Elliott St,Balmain",Sydney,NSW,Consumer,Aanya Zhang,High,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Small Box,Regular Air,27-11-2014,13.88,22.38,8.5,42,223.8,10.0,2.24,221.56,15.1,236.66
5693-1,22-11-2014,Julia Barnett,"2a/285A Crown St,Surry Hills",Sydney,NSW,Corporate,Phoebe Gour,Medium,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Small Box,Regular Air,22-11-2014,13.88,22.38,8.5,50,223.8,2.0,2.24,221.56,15.1,236.66
5693-1,22-11-2014,Julia Barnett,"2a/285A Crown St,Surry Hills",Sydney,NSW,Consumer,Phoebe Gour,Not Specified,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Small Box,Express Air,22-11-2014,13.88,22.38,8.5,37,223.8,0.0,2.24,221.56,15.1,236.66
5693-1,22-11-2014,Julia Barnett,"485 Crown St,Surry Hills",Sydney,NSW,Corporate,Leighton Forrest,High,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Wrap Bag,Regular Air,22-11-2014,13.88,22.38,8.5,37,223.8,0.0,2.24,221.56,15.1,236.66
5694-1,23-09-2014,Nathan Mautz,"412 Brunswick St,Fitzroy",Melbourne,VIC,Consumer,Connor Betts,High,"DrawIt Colored Pencils, 48-Color Set",Office Supplies,Wrap Bag,Regular Air,25-09-2014,21.56,36.55,14.99,27,437.28,7.0,26.24,413.04,13.89,415.39
5695-1,26-06-2013,Roy Collins,"Westfield Sydney,Sydney",Sydney,NSW,Small Business,Natasha Song,Not Specified,PastelOcean Color Pencil Set,Office Supplies,Small Box,Regular Air,27-06-2013,11.11,19.84,8.73,30,8.94,3.0,0.8,89.45,4.1,94.65
5695-1,22-11-2014,Joseph Airdo,"Westfield Sydney,Sydney",Sydney,NSW,Small Business,Natasha Song,Low,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Wrap Bag,Regular Air,24-11-2014,1.31,2.84,1.53,48,110.76,7.0,5.54,105.22,0.93,106.15
5695-1,22-11-2014,Julia Barnett,"485 Crown St,Surry Hills",Sydney,NSW,Corporate,Leighton Forrest,Critical,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Small Pack,Regular Air,22-11-2014,1.31,2.84,1.53,49,110.76,9.0,5.54,105.22,0.93,106.15
5695-1,10/7/2013,Julie Kriz,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Small Business,Nicholas Fernandes,Low,Smiths Bulldog Clip,Office Supplies,Wrap Bag,Regular Air,10/7/2013,2.31,3.78,1.47,48,58.46,5.0,2.27,54.55,0.71,55.36
5695-1,17-09-2015,Naresj Patel,"106 Ebley Street,Bondi Junction",Sydney,NSW,Home Office,Leighton Forrest,High,Alto Memo Cubes,Office Supplies,Small Box,Regular Air,17-09-2015,3.32,5.18,1.86,48,59.96,10.0,2.36,51.56,2.04,55.6
5695-1,23-11-2014,Joseph Airdo,"Westfield Sydney,Sydney",Sydney,NSW,Home Office,Natasha Song,Not Specified,Steady Liquid Accent Highlighters,Office Supplies,Small Box,Express Air,24-11-2014,3.47,6.68,3.21,34,110.76,7.0,5.54,105.22,1.5,106.15
5695-1,18-05-2015,Brian DeCherney,"523 King St,Newtown",Sydney,NSW,Small Business,Aanya Zhang,Critical,1726 Digital Answering Machine,Office Supplies,Wrap Bag,Regular Air,21-05-2015,8.82,20.99,12.17,16,992.92,4.0,39.83,915.25,4.81,925.3
5695-1,3/6/2014,Jeremy Lonsdale,"163 Concord Road,North Strathfield",Sydney,NSW,Consumer,Charlie Bui,Not Specified,Artisan Legal 4-Ring Binder,Office Supplies,Small Box,Regular Air,4/6/2014,13.64,20.98,7.34,47,233.8,3.0,7.22,221.56,1.49,236.66
5696-1,3/10/2014,Todd Boyes,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Small Business,Preston Senome,Low,Alto Perma 2700 Stacking Storage Drawers,Technology,Jumbo Drum,Delivery Truck,4/10/2014,8.92,29.74,20.82,47,297.6,10.0,0.0,249.6,6.64,240.6
5696-1,5/7/2013,Berenike Kampe,"180 High Street,Windsor",Melbourne,VIC,Home Office,Connor Betts,Not Specified,Artisan Poly Binder Pockets,Office Supplies,Small Pack,Regular Air,7/7/2013,2.26,3.58,1.32,38,127.52,0.0,12.74,116.56,5.47,117.59
5696-1,23-03-2013,Aaron Smayling,"1737 Botany Rd,Banksmeadow",Sydney,NSW,Corporate,Nicholas Fernandes,Critical,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Wrap Bag,Express Air,26-03-2013,4.53,7.3,2.77,12,256.0,10.0,2.66,256.08,7.72,268.58
5696-1,16-03-2013,Christina Vanderzanden,"188 Pitt Street,Sydney",Sydney,NSW,Home Office,Tina Carlton,Low,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,Small Box,Express Air,20-03-2013,4.46,10.89,6.43,1,136.02,3.0,9.26,126.66,4.5,126.85
5696-1,30-07-2015,Lycoris Saunders,"501 George St,Sydney",Sydney,NSW,Corporate,Samantha Chairs,Low,Bagged Rubber Bands,Technology,Small Box,Regular Air,31-07-2015,0.24,1.26,1.02,29,53.53,3.0,1.13,53.57,0.7,53.67
5698-1,23-11-2014,Giulietta Dortch,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Low,Cando PC940 Copier,Technology,Small Box,Regular Air,27-11-2014,216.0,449.99,233.99,8,15299.66,1.0,305.99,14993.67,24.49,15042.67
5698-1,23-11-2014,Giulietta Dortch,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Critical,Cando PC940 Copier,Office Supplies,Small Box,Express Air,27-11-2014,278.99,449.99,171.0,39,15299.66,7.0,305.99,14993.67,49.0,15042.61
5699-1,3/2/2015,Thurra Ners,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Corporate,Nicholas Fernandes,Low,Smiths SlimLine Pencil Sharpener,Office Supplies,Wrap Bag,Express Air,3/2/2015,4.79,11.97,7.18,38,365.92,2.0,19.11,258.65,5.81,268.91
5699-1,26-11-2014,Maurice Satty,"188 Pitt Street,Sydney",Sydney,NSW,Consumer,Tina Carlton,High,TechSavi Access Keyboard,Office Supplies,Wrap Bag,Regular Air,28-11-2014,10.07,15.98,5.91,1,79.9,2.0,6.39,73.51,4.0,80.01
5699-1,27-10-2014,Mike Gockenbach,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Medium,Pizazz Drawing Pencil Set,Office Supplies,Wrap Bag,Regular Air,31-10-2014,1.53,2.78,1.25,10,93.08,5.0,2.33,90.01,1.34,94.01
5699-1,20-10-2014,George Ashbrook,"506 Swan Street,Richmond",Melbourne,VIC,Corporate,Connor Betts,Low,Aluminum Document Frame,Office Supplies,Wrap Bag,Express Air,22-10-2014,5.5,12.22,6.72,19,565.06,9.0,56.51,508.55,2.85,515.19
5701-1,12/2/2014,Julie Prescott,"438 Victoria Avenue,Chatswood",Sydney,NSW,Corporate,Natasha Song,Medium,Alto Memo Cubes,Office Supplies,Small Box,Express Air,13-02-2014,3.32,5.18,1.86,50,46.62,8.0,4.3,42.42,2.04,44.46
5701-1,30-11-2014,Lena Creighton,"127 Liverpool St,Sydney",Sydney,NSW,Corporate,Samantha Chairs,High,Alto Memo Cubes,Office Supplies,Small Box,Regular Air,2/12/2014,3.32,5.18,1.86,6,46.62,7.0,4.2,42.42,2.04,44.46
5701-1,30-11-2014,Lena Creighton,"127 Liverpool St,Sydney",Sydney,NSW,Small Business,Samantha Chairs,High,Alto Memo Cubes,Office Supplies,Wrap Bag,Express Air,2/12/2014,3.32,5.18,1.86,5,46.62,1.0,4.2,42.42,2.04,44.46
5702-1,17-03-2014,Bart Watters,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Home Office,Nicholas Fernandes,Low,Artisan Durable Poly Binders,Office Supplies,Wrap Bag,Regular Air,19-03-2014,3.37,5.53,2.16,47,59.63,10.0,0.0,59.64,6.98,60.51
5703-1,10/12/2014,Marc Crier,"Westfield Sydney,Sydney",Sydney,NSW,Corporate,Natasha Song,High,"Laser Neon Mac Format Diskettes, 10/Pack",Office Supplies,Small Box,Regular Air,12/12/2014,1.87,8.12,6.25,7,89.32,7.0,5.36,83.96,2.83,86.79
5703-1,15-05-2015,Penelope Sewall,"96 Liverpool St,Sydney",Sydney,NSW,Home Office,Samantha Chairs,Not Specified,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Box,Express Air,17-05-2015,2.5,5.68,3.18,36,259.2,2.0,2.29,239.21,3.6,232.79
5703-1,2/10/2014,Jennifer Jackson,"523 King St,Newtown",Sydney,NSW,Consumer,Aanya Zhang,Not Specified,UGen Ultra Professional Cordless Optical Suite,Technology,Small Pack,Regular Air,4/10/2014,156.5,300.97,144.47,21,965.06,9.0,9.69,870.56,7.18,888.43
5703-1,6/12/2014,Vivek Gonzalez,"53 Riley Street,Woolloomooloo",Sydney,NSW,Home Office,Tina Carlton,Critical,Artisan Round Ring Poly Binders,Office Supplies,Small Pack,Regular Air,8/12/2014,1.82,2.84,1.02,21,59.64,3.0,0.6,59.04,5.44,64.48
5704-1,21-10-2015,Sung Shariari,"6/15 Cross Street,Double Bay",Sydney,NSW,Corporate,Leighton Forrest,Not Specified,Artisan 4877 Labels,Office Supplies,Wrap Bag,Regular Air,23-10-2015,2.29,3.69,1.4,39,14.58,10.0,0.7,14.49,0.5,15.76
5704-1,18-02-2015,Sandra Glassco,"224A Gertrude St,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Critical,Artisan Hi-Liter Fluorescent Desk Style Markers,Office Supplies,Small Pack,Regular Air,21-02-2015,1.76,3.38,1.62,40,66.36,5.0,3.98,62.38,0.85,69.36
5705-1,21-10-2014,Greg Hansen,"221 Barkly St,St Kilda",Melbourne,VIC,Home Office,Yvette Biti,Medium,Artisan Hi-Liter Pen Style Six-Color Fluorescent Set,Office Supplies,Wrap Bag,Regular Air,22-10-2014,2.16,3.85,1.69,19,76.6,1.0,2.71,74.39,0.7,74.88
5706-1,1/12/2014,Ed Braxton,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Consumer,Yvette Biti,High,Colored Envelopes,Office Supplies,Small Pack,Regular Air,5/12/2014,2.25,3.69,1.44,24,151.29,10.0,12.1,139.19,2.5,141.69
5706-1,5/12/2014,Janet Martin,"260 Marrickville Rd,Marrickville",Sydney,NSW,Corporate,Nicholas Fernandes,Not Specified,Colored Envelopes,Office Supplies,Small Box,Regular Air,6/12/2014,2.25,3.69,1.44,8,151.29,5.0,12.1,139.19,2.5,141.69
5708-1,6/12/2014,Vivek Gonzalez,"53 Riley Street,Woolloomooloo",Sydney,NSW,Home Office,Tina Carlton,Low,Artisan Round Ring Poly Binders,Office Supplies,Wrap Bag,Regular Air,8/12/2014,1.82,2.84,1.02,30,59.64,1.0,0.6,59.04,5.44,64.48
